
[0, 273.131879169522, 273.086769156302, 54.5525349180578, 321.821937775081, 212.661224374738]
[0, 48.9736223896488, 48.86853063538, -0.442698862620269, 48.5334284810932, -1.67499896763364]
[0, -23.2035365574241, -23.3788630513478, 0.905492809153577, -22.6072535560478, 3.41805015673459]
[0, -43.3446944930028, -43.5945671382208, 1.2055537984464, -42.5590959291718, 4.63263720136687]
[0, -48.0389579458822, -48.3660937990438, 1.20916710946783, -47.2892481591752, 4.77367656369119]
[0, -47.7374148180608, -48.1438924225064, 1.12914945382583, -47.0877041955485, 4.60793994091092]
[0, -45.8143356880783, -46.3019840100886, 1.02820977239806, -45.2839303516401, 4.35748224560449]
[0, -43.4062558882553, -43.9766799750173, 0.925797594434457, -43.001194844444, 4.09030526655378]
[0, -40.9010855371918, -41.5557788521171, 0.827853810587881, -40.6236473590892, 3.82662553033803]
[0, -38.4316293807804, -39.1718992462703, 0.736062647581972, -38.2830954757966, 3.57177815568712]
[0, -36.0413017579302, -36.8683397313143, 0.650715006814066, -36.0228375722009, 3.32633590608129]
[0, -33.7457575385959, -34.6606203714946, 0.571739715930876, -33.8585183146604, 3.08988342622221]
[0, -31.5413410927146, -32.5449645583388, 0.498822490481276, -31.7866261644986, 2.86109867596971]
[0, -29.4324686261047, -30.5256715460711, 0.431810777070176, -29.8114615300736, 2.63973959380681]
[0, -27.4137848686974, -28.5972808105087, 0.370429063770101, -27.9276639338187, 2.42501736696982]
[0, -25.482920791894, -26.7573072051004, 0.314458232817493, -26.132750612567, 2.21655962216542]
[0, -23.6353354729101, -25.0011289934021, 0.26363691623936, -24.4221371947092, 2.01378685144649]
[0, -21.8682625375892, -23.3258673195012, 0.217780795336047, -22.7928647391037, 1.81665332315903]
[0, -20.1793039900112, -21.7290310625218, 0.17664669446598, -21.2424333084379, 1.62479831869588]
[0, -18.5618542341729, -20.2039349150089, 0.140009149134774, -19.7641311430013, 1.43790680818793]
[0, -17.0164060814716, -18.7509814751237, 0.10767657357001, -18.3582567578074, 1.25604839300418]
[0, -15.5387188891639, -17.3658642449622, 0.0794273945002882, -17.0204603906245, 1.07900462904888]
[0, -14.1261987239139, -16.045899698756, 0.0550557894159272, -15.7479884381045, 0.906703757967798]
