
[-0.72385 19.96331  4.08116  1.53881 -1.1314  -0.44903]
[-0.73479 20.02937  4.09128  1.54214 -1.13593 -0.43795]
[-0.74531 20.0866   4.09754  1.54495 -1.14122 -0.42712]
[-0.75539 20.13548  4.1002   1.54726 -1.1472  -0.41652]
[-0.76504 20.17646  4.09947  1.54908 -1.15381 -0.40615]
[-0.77428 20.20997  4.09556  1.55042 -1.16099 -0.39601]
[-0.78308 20.23643  4.0887   1.55129 -1.16868 -0.38609]
[-0.79147 20.25623  4.07907  1.5517  -1.17684 -0.3764 ]
[-0.79945 20.26976  4.06686  1.55168 -1.18542 -0.36691]
[-0.80702 20.27737  4.05224  1.55123 -1.19436 -0.35764]
[-0.81419 20.27941  4.0354   1.55037 -1.20363 -0.34857]
[-0.82095 20.27621  4.01649  1.54911 -1.21318 -0.3397 ]
[-0.82732 20.26807  3.99567  1.54746 -1.22298 -0.33102]
[-0.83331 20.2553   3.97307  1.54543 -1.23298 -0.32254]
[-0.83892 20.23818  3.94885  1.54305 -1.24317 -0.31425]
[-0.84415 20.21697  3.92312  1.54031 -1.2535  -0.30614]
[-0.84901 20.19195  3.89602  1.53724 -1.26394 -0.29822]
[-0.85351 20.16336  3.86766  1.53384 -1.27447 -0.29047]
[-0.85765 20.13142  3.83816  1.53014 -1.28507 -0.28289]
[-0.86145 20.09635  3.80762  1.52613 -1.2957  -0.27548]
[-0.86491 20.05838  3.77614  1.52183 -1.30635 -0.26824]
[-0.86803 20.01771  3.74381  1.51726 -1.317   -0.26116]
[-0.87082 19.97451  3.71073  1.51242 -1.32762 -0.25424]
[-0.8733  19.92898  3.67698  1.50732 -1.33821 -0.24747]
[-0.87546 19.88128  3.64263  1.50199 -1.34873 -0.24086]
[-0.87732 19.83158  3.60778  1.49642 -1.35919 -0.23439]
[-0.87888 19.78004  3.57248  1.49063 -1.36956 -0.22807]
[-0.88015 19.72679  3.5368   1.48462 -1.37983 -0.2219 ]
[-0.88114 19.67199  3.5008   1.47842 -1.38999 -0.21586]
[-0.88186 19.61576  3.46455  1.47202 -1.40004 -0.20996]
[-0.8823  19.55823  3.4281   1.46544 -1.40995 -0.2042 ]
[-0.88249 19.49951  3.3915   1.45869 -1.41972 -0.19856]
[-0.88242 19.43972  3.35481  1.45177 -1.42935 -0.19305]
[-0.88211 19.37897  3.31805  1.4447  -1.43883 -0.18767]
[-0.88156 19.31735  3.28129  1.43748 -1.44815 -0.18242]
[-0.88078 19.25496  3.24455  1.43013 -1.45731 -0.17728]
[-0.87977 19.19189  3.20788  1.42264 -1.46629 -0.17226]
[-0.87854 19.12822  3.17131  1.41504 -1.47511 -0.16735]
[-0.87711 19.06403  3.13488  1.40731 -1.48375 -0.16256]
[-0.87547 18.99941  3.0986   1.39949 -1.4922  -0.15788]
[-0.87363 18.93441  3.06251  1.39156 -1.50048 -0.1533 ]
[-0.87161 18.86911  3.02664  1.38355 -1.50857 -0.14883]
[-0.8694  18.80357  2.99101  1.37544 -1.51648 -0.14447]
[-0.86701 18.73784  2.95564  1.36726 -1.5242  -0.1402 ]
[-0.86445 18.67198  2.92056  1.35901 -1.53174 -0.13604]
[-0.86173 18.60606  2.88577  1.35069 -1.53909 -0.13197]
[-0.85885 18.5401   2.85129  1.34232 -1.54625 -0.12799]
[-0.85581 18.47416  2.81715  1.33388 -1.55322 -0.12411]
[-0.85264 18.40829  2.78336  1.32541 -1.56    -0.12032]
[-0.84932 18.34252  2.74992  1.31688 -1.5666  -0.11662]
[-0.84586 18.27688  2.71685  1.30832 -1.57302 -0.113  ]
[-0.84228 18.21142  2.68416  1.29973 -1.57925 -0.10947]
[-0.83857 18.14617  2.65187  1.29111 -1.5853  -0.10602]
[-0.83474 18.08116  2.61996  1.28247 -1.59117 -0.10265]
[-0.8308  18.01641  2.58847  1.27381 -1.59686 -0.09936]
[-0.82675 17.95195  2.55738  1.26514 -1.60237 -0.09615]
[-0.8226  17.88781  2.5267   1.25646 -1.60771 -0.09302]
[-0.81835 17.824    2.49645  1.24777 -1.61288 -0.08996]
[-0.81401 17.76056  2.46662  1.23908 -1.61787 -0.08697]
[-0.80958 17.69749  2.43722  1.23039 -1.6227  -0.08405]
[-0.80506 17.63482  2.40824  1.22171 -1.62736 -0.0812 ]
[-0.80046 17.57257  2.3797   1.21303 -1.63187 -0.07842]
[-0.79579 17.51074  2.35158  1.20437 -1.63621 -0.07571]
[-0.79105 17.44935  2.3239   1.19573 -1.64039 -0.07306]
[-0.78624 17.38841  2.29665  1.1871  -1.64442 -0.07047]
[-0.78137 17.32794  2.26983  1.17849 -1.6483  -0.06795]
[-0.77643 17.26794  2.24344  1.16991 -1.65203 -0.06549]
[-0.77144 17.20843  2.21748  1.16135 -1.65561 -0.06308]
[-0.7664  17.14941  2.19194  1.15282 -1.65905 -0.06074]
[-0.76131 17.09088  2.16683  1.14433 -1.66235 -0.05845]
[-0.75618 17.03287  2.14215  1.13587 -1.66552 -0.05621]
[-0.751   16.97536  2.11788  1.12744 -1.66855 -0.05403]
[-0.74579 16.91837  2.09403  1.11905 -1.67144 -0.0519 ]
[-0.74054 16.86189  2.07059  1.1107  -1.67421 -0.04983]
[-0.73526 16.80595  2.04756  1.10239 -1.67686 -0.0478 ]
[-0.72995 16.75052  2.02494  1.09413 -1.67938 -0.04583]
[-0.72461 16.69563  2.00272  1.08591 -1.68178 -0.0439 ]
[-0.71925 16.64127  1.9809   1.07774 -1.68406 -0.04202]
[-0.71386 16.58743  1.95947  1.06961 -1.68623 -0.04019]
[-0.70846 16.53413  1.93844  1.06153 -1.68829 -0.0384 ]
[-0.70305 16.48136  1.91779  1.05351 -1.69024 -0.03665]
[-0.69762 16.42913  1.89751  1.04553 -1.69209 -0.03495]
[-0.69217 16.37742  1.87762  1.03761 -1.69383 -0.03329]
[-0.68672 16.32625  1.85809  1.02974 -1.69547 -0.03167]
[-0.68126 16.2756   1.83894  1.02193 -1.69702 -0.03009]
[-0.6758  16.22549  1.82014  1.01418 -1.69846 -0.02855]
[-0.67034 16.1759   1.8017   1.00647 -1.69982 -0.02705]
[-0.66487 16.12683  1.78361  0.99883 -1.70109 -0.02559]
[-0.65941 16.07829  1.76587  0.99125 -1.70226 -0.02416]
[-0.65394 16.03026  1.74846  0.98372 -1.70336 -0.02277]
[-0.64849 15.98275  1.7314   0.97625 -1.70437 -0.02141]
[-0.64303 15.93576  1.71466  0.96885 -1.7053  -0.02009]
[-0.63759 15.88928  1.69825  0.9615  -1.70615 -0.0188 ]
[-0.63216 15.8433   1.68216  0.95422 -1.70692 -0.01754]
[-0.62673 15.79782  1.66639  0.94699 -1.70762 -0.01632]
[-0.62132 15.75285  1.65092  0.93983 -1.70825 -0.01512]
[-0.61593 15.70837  1.63577  0.93273 -1.70881 -0.01396]
[-0.61054 15.66439  1.62091  0.92569 -1.70931 -0.01282]
[-0.60518 15.62089  1.60634  0.91872 -1.70974 -0.01172]
[-0.59983 15.57788  1.59207  0.9118  -1.7101  -0.01064]
[-0.5945  15.53535  1.57808  0.90495 -1.71041 -0.00959]
[-0.58919 15.49329  1.56437  0.89817 -1.71065 -0.00857]
[-0.5839  15.45171  1.55094  0.89144 -1.71084 -0.00757]
[-0.57863 15.4106   1.53778  0.88478 -1.71097 -0.0066 ]
[-0.57338 15.36994  1.52488  0.87818 -1.71105 -0.00566]
[-0.56816 15.32975  1.51224  0.87165 -1.71107 -0.00473]
[-0.56296 15.29001  1.49986  0.86518 -1.71105 -0.00384]
[-0.55779 15.25072  1.48773  0.85877 -1.71098 -0.00296]
[-0.55264 15.21188  1.47585  0.85242 -1.71086 -0.00211]
[-0.54752 15.17348  1.46421  0.84614 -1.71069 -0.00128]
[-0.54243 15.13551  1.45281  0.83992 -1.71049 -0.00047]
[-0.53736 15.09798  1.44163  0.83376 -1.71024  0.00031]
[-0.53233 15.06088  1.43069  0.82766 -1.70994  0.00108]
[-0.52732 15.02419  1.41998  0.82163 -1.70961  0.00182]
[-0.52234 14.98793  1.40948  0.81566 -1.70924  0.00255]
[-0.51739 14.95208  1.3992   0.80975 -1.70884  0.00325]
[-0.51247 14.91664  1.38913  0.8039  -1.7084   0.00394]
[-0.50759 14.88161  1.37927  0.79811 -1.70793  0.00461]
[-0.50273 14.84697  1.36961  0.79238 -1.70742  0.00526]
[-0.49791 14.81273  1.36015  0.78671 -1.70688  0.0059 ]
[-0.49312 14.77889  1.35089  0.78111 -1.70631  0.00651]
[-0.48836 14.74543  1.34181  0.77556 -1.70572  0.00711]
[-0.48364 14.71235  1.33293  0.77007 -1.70509  0.0077 ]
[-0.47895 14.67966  1.32423  0.76464 -1.70444  0.00827]
[-0.47429 14.64734  1.31571  0.75927 -1.70377  0.00882]
[-0.46966 14.61538  1.30737  0.75396 -1.70306  0.00936]
[-0.46507 14.5838   1.29921  0.74871 -1.70234  0.00988]
[-0.46052 14.55257  1.29121  0.74351 -1.70159  0.01039]
[-0.456   14.5217   1.28338  0.73837 -1.70083  0.01088]
[-0.45151 14.49119  1.27571  0.73329 -1.70004  0.01137]
[-0.44706 14.46103  1.2682   0.72826 -1.69923  0.01183]
[-0.44264 14.43121  1.26085  0.72329 -1.6984   0.01229]
[-0.43825 14.40173  1.25365  0.71837 -1.69756  0.01273]
[-0.43391 14.37258  1.2466   0.71351 -1.6967   0.01316]
[-0.42959 14.34378  1.2397   0.70871 -1.69582  0.01358]
[-0.42531 14.3153   1.23295  0.70396 -1.69492  0.01398]
[-0.42107 14.28714  1.22633  0.69926 -1.69402  0.01438]
[-0.41686 14.25931  1.21985  0.69461 -1.69309  0.01476]
[-0.41269 14.23179  1.21351  0.69002 -1.69216  0.01513]
[-0.40855 14.20459  1.20731  0.68548 -1.69121  0.0155 ]
[-0.40445 14.1777   1.20123  0.68099 -1.69025  0.01585]
[-0.40038 14.15112  1.19528  0.67655 -1.68929  0.01619]
[-0.39635 14.12483  1.18945  0.67217 -1.6883   0.01652]
[-0.39235 14.09885  1.18374  0.66783 -1.68732  0.01684]
[-0.38839 14.07316  1.17816  0.66354 -1.68632  0.01715]
[-0.38446 14.04777  1.17269  0.65931 -1.68531  0.01746]
[-0.38057 14.02266  1.16734  0.65512 -1.68429  0.01775]
[-0.37671 13.99784  1.1621   0.65098 -1.68327  0.01804]
[-0.37289 13.9733   1.15697  0.64689 -1.68224  0.01832]
[-0.3691  13.94904  1.15194  0.64284 -1.68121  0.01858]
[-0.36534 13.92505  1.14702  0.63885 -1.68016  0.01885]
[-0.36162 13.90134  1.14221  0.6349  -1.67912  0.0191 ]
[-0.35793 13.87789  1.13749  0.63099 -1.67806  0.01934]
[-0.35428 13.85471  1.13288  0.62713 -1.67701  0.01958]
[-0.35066 13.83179  1.12836  0.62332 -1.67595  0.01981]
[-0.34707 13.80913  1.12393  0.61955 -1.67488  0.02004]
[-0.34352 13.78673  1.1196   0.61583 -1.67382  0.02025]
[-0.34    13.76457  1.11536  0.61215 -1.67275  0.02046]
[-0.33652 13.74267  1.1112   0.60851 -1.67167  0.02067]
[-0.33306 13.72102  1.10714  0.60491 -1.6706   0.02086]
[-0.32964 13.69961  1.10316  0.60136 -1.66952  0.02106]
[-0.32626 13.67844  1.09926  0.59785 -1.66845  0.02124]
[-0.3229  13.65751  1.09544  0.59438 -1.66737  0.02142]
[-0.31958 13.63681  1.0917   0.59095 -1.66629  0.02159]
[-0.31629 13.61635  1.08805  0.58756 -1.66521  0.02176]
[-0.31303 13.59611  1.08446  0.58422 -1.66413  0.02192]
[-0.3098  13.5761   1.08095  0.58091 -1.66305  0.02208]
[-0.30661 13.55632  1.07752  0.57764 -1.66198  0.02223]
[-0.30344 13.53676  1.07416  0.57441 -1.6609   0.02238]
[-0.30031 13.51742  1.07086  0.57122 -1.65982  0.02252]
[-0.2972  13.49829  1.06764  0.56806 -1.65875  0.02266]
[-0.29413 13.47938  1.06448  0.56494 -1.65768  0.02279]
[-0.29109 13.46068  1.06139  0.56186 -1.65661  0.02292]
[-0.28808 13.44219  1.05836  0.55882 -1.65554  0.02304]
[-0.28509 13.4239   1.0554   0.55581 -1.65447  0.02316]
[-0.28214 13.40582  1.05249  0.55284 -1.65341  0.02328]
[-0.27922 13.38794  1.04965  0.54991 -1.65235  0.02339]
[-0.27633 13.37026  1.04687  0.54701 -1.65129  0.02349]
[-0.27346 13.35277  1.04414  0.54414 -1.65023  0.0236 ]
[-0.27062 13.33548  1.04147  0.54131 -1.64918  0.0237 ]
[-0.26782 13.31838  1.03885  0.53851 -1.64813  0.02379]
[-0.26504 13.30148  1.03629  0.53574 -1.64709  0.02389]
[-0.26229 13.28476  1.03379  0.53301 -1.64605  0.02398]
[-0.25956 13.26822  1.03133  0.53031 -1.64501  0.02406]
[-0.25687 13.25187  1.02892  0.52764 -1.64398  0.02414]
[-0.2542  13.2357   1.02657  0.52501 -1.64295  0.02422]
[-0.25156 13.21971  1.02426  0.5224  -1.64192  0.0243 ]
[-0.24894 13.20389  1.022    0.51983 -1.6409   0.02437]
[-0.24636 13.18825  1.01978  0.51728 -1.63989  0.02444]
[-0.24379 13.17279  1.01762  0.51477 -1.63888  0.02451]
[-0.24126 13.15749  1.01549  0.51229 -1.63787  0.02457]
[-0.23875 13.14236  1.01341  0.50983 -1.63687  0.02464]
[-0.23627 13.1274   1.01137  0.50741 -1.63588  0.0247 ]
[-0.23381 13.11261  1.00938  0.50501 -1.63489  0.02475]
[-0.23138 13.09797  1.00742  0.50265 -1.6339   0.02481]
[-0.22897 13.0835   1.00551  0.50031 -1.63292  0.02486]
[-0.22659 13.06919  1.00363  0.498   -1.63195  0.02491]
[-0.22423 13.05504  1.00179  0.49571 -1.63098  0.02496]
[-0.22189 13.04104  0.99999  0.49346 -1.63001  0.025  ]
[-0.21959 13.02719  0.99822  0.49123 -1.62906  0.02504]
[-0.2173  13.0135   0.9965   0.48902 -1.62811  0.02509]
[-0.21504 12.99995  0.9948   0.48684 -1.62716  0.02512]
[-0.2128  12.98656  0.99314  0.48469 -1.62622  0.02516]
[-0.21058 12.97331  0.99152  0.48257 -1.62528  0.0252 ]
[-0.20839 12.96021  0.98992  0.48047 -1.62435  0.02523]
[-0.20622 12.94725  0.98836  0.47839 -1.62343  0.02526]
[-0.20408 12.93443  0.98683  0.47634 -1.62251  0.02529]
[-0.20195 12.92175  0.98533  0.47431 -1.6216   0.02532]
[-0.19985 12.90921  0.98386  0.47231 -1.6207   0.02535]
[-0.19777 12.89681  0.98242  0.47033 -1.6198   0.02537]
[-0.19571 12.88455  0.98101  0.46837 -1.61891  0.0254 ]
[-0.19368 12.87241  0.97963  0.46644 -1.61802  0.02542]
[-0.19166 12.86041  0.97827  0.46453 -1.61714  0.02544]
[-0.18967 12.84854  0.97695  0.46264 -1.61627  0.02546]
[-0.18769 12.8368   0.97564  0.46078 -1.6154   0.02548]
[-0.18574 12.82519  0.97437  0.45893 -1.61454  0.02549]
[-0.18381 12.81371  0.97312  0.45711 -1.61368  0.02551]
[-0.18189 12.80235  0.97189  0.45531 -1.61283  0.02552]
[-0.18    12.79111  0.97069  0.45353 -1.61199  0.02553]
[-0.17813 12.77999  0.96951  0.45177 -1.61116  0.02555]
[-0.17628 12.769    0.96836  0.45004 -1.61033  0.02556]
[-0.17445 12.75812  0.96722  0.44832 -1.6095   0.02557]
[-0.17263 12.74737  0.96611  0.44662 -1.60868  0.02558]
[-0.17084 12.73673  0.96503  0.44494 -1.60787  0.02558]
[-0.16906 12.7262   0.96396  0.44329 -1.60707  0.02559]
[-0.1673  12.71579  0.96291  0.44165 -1.60627  0.0256 ]
[-0.16557 12.70549  0.96189  0.44003 -1.60548  0.0256 ]
[-0.16385 12.69531  0.96088  0.43843 -1.60469  0.0256 ]
[-0.16214 12.68523  0.95989  0.43685 -1.60391  0.02561]
[-0.16046 12.67526  0.95893  0.43528 -1.60314  0.02561]
[-0.15879 12.6654   0.95798  0.43374 -1.60237  0.02561]
[-0.15714 12.65565  0.95705  0.43221 -1.60161  0.02561]
[-0.15551 12.646    0.95614  0.4307  -1.60086  0.02561]
[-0.1539  12.63646  0.95524  0.42921 -1.60011  0.02561]
[-0.1523  12.62702  0.95436  0.42774 -1.59937  0.02561]
[-0.15072 12.61768  0.9535   0.42628 -1.59863  0.02561]
[-0.14916 12.60844  0.95266  0.42484 -1.5979   0.0256 ]
[-0.14761 12.5993   0.95183  0.42342 -1.59718  0.0256 ]
[-0.14608 12.59027  0.95102  0.42201 -1.59646  0.0256 ]
[-0.14456 12.58132  0.95022  0.42062 -1.59575  0.02559]
[-0.14307 12.57248  0.94944  0.41924 -1.59505  0.02559]
[-0.14158 12.56373  0.94867  0.41789 -1.59435  0.02558]
[-0.14011 12.55507  0.94792  0.41654 -1.59366  0.02558]
[-0.13866 12.54651  0.94718  0.41522 -1.59297  0.02557]
[-0.13723 12.53804  0.94645  0.4139  -1.59229  0.02556]
[-0.13581 12.52966  0.94574  0.41261 -1.59162  0.02555]
[-0.1344  12.52137  0.94504  0.41132 -1.59095  0.02555]
[-0.13301 12.51316  0.94436  0.41006 -1.59029  0.02554]
[-0.13163 12.50505  0.94368  0.4088  -1.58963  0.02553]
[-0.13027 12.49703  0.94302  0.40757 -1.58898  0.02552]
[-0.12892 12.48909  0.94237  0.40634 -1.58834  0.02551]
[-0.12759 12.48123  0.94174  0.40513 -1.5877   0.0255 ]
[-0.12627 12.47346  0.94111  0.40393 -1.58706  0.02549]
[-0.12496 12.46577  0.9405   0.40275 -1.58644  0.02548]
[-0.12367 12.45817  0.9399   0.40158 -1.58581  0.02547]
[-0.12239 12.45065  0.93931  0.40043 -1.5852   0.02546]
[-0.12113 12.4432   0.93873  0.39928 -1.58459  0.02545]
[-0.11988 12.43584  0.93816  0.39815 -1.58398  0.02544]
[-0.11864 12.42856  0.9376   0.39704 -1.58339  0.02542]
[-0.11741 12.42135  0.93705  0.39593 -1.58279  0.02541]
[-0.1162  12.41422  0.93651  0.39484 -1.5822   0.0254 ]
[-0.115   12.40717  0.93598  0.39376 -1.58162  0.02539]
[-0.11381 12.40019  0.93546  0.3927  -1.58105  0.02537]
[-0.11264 12.39329  0.93495  0.39164 -1.58048  0.02536]
[-0.11148 12.38646  0.93444  0.3906  -1.57991  0.02535]
[-0.11033 12.3797   0.93395  0.38957 -1.57935  0.02533]
[-0.10919 12.37302  0.93347  0.38855 -1.57879  0.02532]
[-0.10807 12.3664   0.93299  0.38754 -1.57824  0.02531]
[-0.10695 12.35986  0.93252  0.38655 -1.5777   0.02529]
[-0.10585 12.35339  0.93206  0.38556 -1.57716  0.02528]
[-0.10476 12.34698  0.93161  0.38459 -1.57663  0.02527]
[-0.10368 12.34065  0.93117  0.38362 -1.5761   0.02525]
[-0.10261 12.33438  0.93073  0.38267 -1.57557  0.02524]
[-0.10156 12.32818  0.9303   0.38173 -1.57506  0.02522]
[-0.10051 12.32204  0.92988  0.3808  -1.57454  0.02521]
[-0.09948 12.31597  0.92946  0.37988 -1.57403  0.0252 ]
[-0.09846 12.30997  0.92906  0.37897 -1.57353  0.02518]
[-0.09744 12.30403  0.92866  0.37807 -1.57303  0.02517]
[-0.09644 12.29815  0.92826  0.37718 -1.57254  0.02515]
[-0.09545 12.29233  0.92788  0.3763  -1.57205  0.02514]
[-0.09447 12.28658  0.9275   0.37543 -1.57157  0.02512]
[-0.0935  12.28089  0.92712  0.37457 -1.57109  0.02511]
[-0.09254 12.27525  0.92675  0.37372 -1.57061  0.02509]
[-0.09159 12.26968  0.92639  0.37288 -1.57014  0.02508]
[-0.09065 12.26417  0.92604  0.37205 -1.56968  0.02506]
[-0.08972 12.25871  0.92569  0.37122 -1.56922  0.02505]
[-0.0888  12.25332  0.92534  0.37041 -1.56876  0.02503]
[-0.08789 12.24798  0.925    0.36961 -1.56831  0.02502]
[-0.08698 12.2427   0.92467  0.36881 -1.56787  0.025  ]
[-0.08609 12.23747  0.92434  0.36803 -1.56743  0.02499]
[-0.08521 12.2323   0.92402  0.36725 -1.56699  0.02497]
[-0.08434 12.22718  0.9237   0.36648 -1.56655  0.02496]
[-0.08347 12.22212  0.92339  0.36572 -1.56613  0.02495]
[-0.08262 12.21711  0.92308  0.36497 -1.5657   0.02493]
[-0.08177 12.21215  0.92278  0.36422 -1.56528  0.02492]
[-0.08093 12.20725  0.92248  0.36349 -1.56487  0.0249 ]
[-0.0801  12.2024   0.92219  0.36276 -1.56446  0.02489]
[-0.07928 12.1976   0.9219   0.36204 -1.56405  0.02487]
[-0.07847 12.19285  0.92162  0.36133 -1.56365  0.02486]
[-0.07767 12.18815  0.92134  0.36062 -1.56325  0.02484]
[-0.07688 12.1835   0.92106  0.35993 -1.56285  0.02483]
[-0.07609 12.1789   0.92079  0.35924 -1.56246  0.02481]
[-0.07531 12.17435  0.92052  0.35856 -1.56208  0.0248 ]
[-0.07454 12.16985  0.92026  0.35789 -1.56169  0.02479]
[-0.07378 12.16539  0.92     0.35722 -1.56132  0.02477]
[-0.07303 12.16099  0.91975  0.35656 -1.56094  0.02476]
[-0.07228 12.15662  0.9195   0.35591 -1.56057  0.02474]
[-0.07154 12.15231  0.91925  0.35527 -1.5602   0.02473]
[-0.07081 12.14804  0.91901  0.35463 -1.55984  0.02471]
[-0.07009 12.14381  0.91877  0.354   -1.55948  0.0247 ]
[-0.06937 12.13963  0.91853  0.35338 -1.55913  0.02469]
[-0.06866 12.1355   0.9183   0.35276 -1.55878  0.02467]
[-0.06796 12.1314   0.91807  0.35215 -1.55843  0.02466]
[-0.06727 12.12736  0.91784  0.35155 -1.55808  0.02465]
[-0.06659 12.12335  0.91762  0.35095 -1.55774  0.02463]
[-0.06591 12.11938  0.9174   0.35036 -1.55741  0.02462]
[-0.06523 12.11546  0.91718  0.34978 -1.55707  0.02461]
[-0.06457 12.11158  0.91697  0.3492  -1.55674  0.02459]
[-0.06391 12.10774  0.91676  0.34863 -1.55642  0.02458]
[-0.06326 12.10394  0.91655  0.34806 -1.55609  0.02457]
[-0.06262 12.10018  0.91635  0.3475  -1.55577  0.02455]
[-0.06198 12.09646  0.91615  0.34695 -1.55546  0.02454]
[-0.06135 12.09278  0.91595  0.3464  -1.55515  0.02453]
[-0.06072 12.08914  0.91575  0.34586 -1.55484  0.02452]
[-0.06011 12.08553  0.91556  0.34533 -1.55453  0.0245 ]
